TIPO_DE_APORTE;TIPO_APORTANTE;NOMBRE_CANDIDATO_PARTIDO_POLITICO;TIPO_DONATARIO;ELECCION;REGION;DISTRITO;PUEBLO;PACTO;PARTIDO;FECHA_DE_TRANSFERENCIA; MONTO 
CON PUBLICIDAD;PERSONA NATURAL;GONZALO MANUEL BACIGALUPE ROJAS;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 9;;APRUEBO DIGNIDAD;INDEPENDIENTES;25-02-21; 10.000 
CON PUBLICIDAD;PERSONA NATURAL;JAIME ANDRES BASSA MERCADO;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE VALPARAISO;DISTRITO 7;;APRUEBO DIGNIDAD;INDEPENDIENTES;25-02-21; 30.000 
CON PUBLICIDAD;PERSONA NATURAL;PIA FERNANDA MEZA ILABACA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 10;;MOVIMIENTOS SOCIALES : UNIDAD DE INDEPENDIENTES (D10);INDEPENDIENTES;25-02-21; 100.000 
CON PUBLICIDAD;PERSONA NATURAL;ANTONIA ELENA ROSALES BARRIENTOS;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL MAULE;DISTRITO 17;;LA LISTA DEL PUEBLO (D17);INDEPENDIENTES;25-02-21; 10.000 
CON PUBLICIDAD;PERSONA NATURAL;CLAUDIO JAVIER NICOLAS PAREJA PINEDA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE LOS LAGOS;DISTRITO 25;;NUESTRAS VOCES (D25);INDEPENDIENTES;25-02-21; 15.000 
CON PUBLICIDAD;PERSONA NATURAL;ADOLFO MILLABUR ÑANCUIL;CANDIDATO;CONVENCIONALES CONSTITUYENTES - PUEBLOS INDIGENAS;DEL BIOBIO;;MAPUCHE;;;25-02-21; 400.000 
CON PUBLICIDAD;PERSONA NATURAL;SANDRA KATRIN SAAVEDRA LOWENBERGER;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 14;;APRUEBO DIGNIDAD;PARTIDO COMUNISTA DE CHILE;25-02-21; 20.000 
PROPIO;PERSONA NATURAL;AURORA PAMELA GALLEGUILLOS DIAZ;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE VALPARAISO;DISTRITO 7;;LISTA INDEPENDIENTE PARTO SOCIAL (D7);INDEPENDIENTES;25-02-21; 200.000 
SIN PUBLICIDAD;PERSONA NATURAL;CONSTANZA GABRIELA SCHONHAUT SOTO;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 11;;APRUEBO DIGNIDAD;CONVERGENCIA SOCIAL;25-02-21; 100.000 
CON PUBLICIDAD;PERSONA NATURAL;CONSTANZA GABRIELA SCHONHAUT SOTO;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 11;;APRUEBO DIGNIDAD;CONVERGENCIA SOCIAL;25-02-21; 60.000 
PROPIO;PERSONA NATURAL;VANNIA LORENA PACHECO BUSTOS;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE LOS RIOS;DISTRITO 24;;LISTA DEL PUEBLO-RIOS INDEPENDIENTES (D24);INDEPENDIENTES;25-02-21; 200.000 
SIN PUBLICIDAD;PERSONA NATURAL;JORGE BARADIT MORALES;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 10;;LISTA DEL APRUEBO;INDEPENDIENTES;25-02-21; 30.000 
SIN PUBLICIDAD;PERSONA NATURAL;AGUSTIN SQUELLA NARDUCCI;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE VALPARAISO;DISTRITO 7;;LISTA DEL APRUEBO;INDEPENDIENTES;25-02-21; 50.000 
SIN PUBLICIDAD;PERSONA NATURAL;IVAN RENATO PAUL ESPINOZA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE ÑUBLE;DISTRITO 19;;LISTA DEL APRUEBO;PARTIDO DEMOCRATA CRISTIANO;25-02-21; 30.000 
CON PUBLICIDAD;PERSONA NATURAL;JAIME ANDRES BASSA MERCADO;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE VALPARAISO;DISTRITO 7;;APRUEBO DIGNIDAD;INDEPENDIENTES;25-02-21; 25.000 
CON PUBLICIDAD;PERSONA NATURAL;JAIME ANDRES BASSA MERCADO;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE VALPARAISO;DISTRITO 7;;APRUEBO DIGNIDAD;INDEPENDIENTES;25-02-21; 5.000 
SIN PUBLICIDAD;PERSONA NATURAL;CHRISTIAN PABLO VIERA ALVAREZ;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL MAULE;DISTRITO 17;;LISTA DEL APRUEBO;INDEPENDIENTES;25-02-21; 10.000 
CON PUBLICIDAD;PERSONA NATURAL;BASTIAN ESTEBAN LABBE SALAZAR;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL BIOBIO;DISTRITO 20;;ASAMBLEA POPULAR CONSTITUYENTE (D20);INDEPENDIENTES;25-02-21; 100.000 
SIN PUBLICIDAD;PERSONA NATURAL;JUAN CARLOS SEBASTIAN CLARET POOL;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE LOS LAGOS;DISTRITO 25;;INDEPENDIENTES POR LA NUEVA CONSTITUCION (D25);INDEPENDIENTES;25-02-21; 50.000 
PROPIO;PERSONA NATURAL;CRISTIAN MONCKEBERG BRUNER;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 10;;VAMOS POR CHILE;RENOVACION NACIONAL;25-02-21; 11.000.000 
CON PUBLICIDAD;PERSONA NATURAL;LUIS MAYOL BOUCHON;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE LA ARAUCANIA;DISTRITO 23;;VAMOS POR CHILE;RENOVACION NACIONAL;25-02-21; 1.000.000 
PROPIO;PERSONA NATURAL;PIA CASTELLI FENICK;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 12;;LISTA DEL APRUEBO;PARTIDO POR LA DEMOCRACIA;25-02-21; 200.000 
PROPIO;PERSONA NATURAL;GUILLERMO ALEJANDRO MARTINEZ GONZALEZ;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO;DISTRITO 27;;LISTA DEL APRUEBO;PARTIDO RADICAL DE CHILE;25-02-21; 350.000 
CON PUBLICIDAD;PERSONA NATURAL;ANTONIO WALKER PRIETO;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL MAULE;DISTRITO 17;;VAMOS POR CHILE;INDEPENDIENTES;25-02-21; 500.000 
CON PUBLICIDAD;PERSONA NATURAL;RAFAEL IGNACIO SOTOMAYOR NARBONA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 12;;LA LISTA DEL PUEBLO DISTRITO 12 (D12);INDEPENDIENTES;25-02-21; 10.000 
SIN PUBLICIDAD;PERSONA NATURAL;FELIPE IGNACIO MENA VILLAR;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE LOS RIOS;DISTRITO 24;;VAMOS POR CHILE;UNION DEMOCRATA INDEPENDIENTE;25-02-21; 250.000 
SIN PUBLICIDAD;PERSONA NATURAL;ALEXANDRA MACHUCA NORAMBUENA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL BIOBIO;DISTRITO 20;;ASAMBLEA POPULAR CONSTITUYENTE (D20);INDEPENDIENTES;25-02-21; 10.000 
SIN PUBLICIDAD;PERSONA NATURAL;CAMILA FERNANDA MUSANTE MULLER;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 14;;APRUEBO DIGNIDAD;INDEPENDIENTES;25-02-21; 8.000 
PROPIO;PERSONA NATURAL;PATRICIA ANDREA TORRES GUERRERO;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE VALPARAISO;DISTRITO 7;;SOBERANIA CIUDADANA (D7);INDEPENDIENTES;25-02-21; 200.000 
CON PUBLICIDAD;PERSONA NATURAL;JUAN DE DIOS VALDIVIESO TAGLE;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;DISTRITO 16;;VAMOS POR CHILE;IND RENOVACION NACIONAL;25-02-21; 150.000 
CON PUBLICIDAD;PERSONA NATURAL;JOSE ANTONIO VALENZUELA MAC-KELLAR;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE VALPARAISO;DISTRITO 6;;VAMOS POR CHILE;EVOLUCION POLITICA;25-02-21; 500.000 
CON PUBLICIDAD;PERSONA NATURAL;MILLARAI ABELLEIRA PERALTA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 9;;LISTA DEL APRUEBO;INDEPENDIENTES;25-02-21; 20.000 
CON PUBLICIDAD;PERSONA NATURAL;PAULINA PAZ RUZ DELFIN;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO;DISTRITO 27;;LISTA DEL APRUEBO;PARTIDO POR LA DEMOCRACIA;25-02-21; 200.000 
CON PUBLICIDAD;PERSONA NATURAL;JESSICA CAYUPI LLANCALEO;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 9;;MOVIMIENTOS SOCIALES PLURINACIONALES E INDEPENDIENTES (D9);INDEPENDIENTES;25-02-21; 10.000 
SIN PUBLICIDAD;PERSONA NATURAL;TOMAS LAIBE SAEZ;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO;DISTRITO 27;;LISTA DEL APRUEBO;PARTIDO SOCIALISTA DE CHILE;25-02-21; 50.000 
CON PUBLICIDAD;PERSONA NATURAL;CRISTOBAL PATRICIO BELLOLIO BADIOLA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 11;;LISTA DEL APRUEBO;INDEPENDIENTES;25-02-21; 100.000 
CON PUBLICIDAD;PERSONA NATURAL;GIOVANNA ANGELA ROA CADIN;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 10;;APRUEBO DIGNIDAD;REVOLUCION DEMOCRATICA;25-02-21; 50.000 
CON PUBLICIDAD;PERSONA NATURAL;PATRICIA POLITZER KEREKES;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 10;;INDEPENDIENTES POR LA NUEVA CONSTITUCION  (D10);INDEPENDIENTES;25-02-21; 300.000 
CON PUBLICIDAD;PERSONA NATURAL;AGUSTIN SQUELLA NARDUCCI;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE VALPARAISO;DISTRITO 7;;LISTA DEL APRUEBO;INDEPENDIENTES;25-02-21; 50.000 
CON PUBLICIDAD;PERSONA NATURAL;CAROLINA GARCIA BERGUECIO;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 13;;VAMOS POR CHILE;EVOLUCION POLITICA;25-02-21; 50.000 
CON PUBLICIDAD;PERSONA NATURAL;CATALINA LAGOS TSCHORNE;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 10;;LISTA DEL APRUEBO;PARTIDO SOCIALISTA DE CHILE;25-02-21; 75.000 
CON PUBLICIDAD;PERSONA NATURAL;CONSTANZA FLORENCIA VALDES CONTRERAS;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE VALPARAISO;DISTRITO 7;;APRUEBO DIGNIDAD;COMUNES;25-02-21; 75.000 
CON PUBLICIDAD;PERSONA NATURAL;RODRIGO ANDRES REYES SANGERMANI;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE VALPARAISO;DISTRITO 7;;INDEPENDIENTES POR UNA NUEVA CONSTITUCION (D7);INDEPENDIENTES;25-02-21; 50.000 
CON PUBLICIDAD;PERSONA NATURAL;JAIRO MIGUEL QUINTEROS RODRIGUEZ;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE LOS LAGOS;DISTRITO 26;;VAMOS POR CHILE;INDEPENDIENTES;25-02-21; 200.000 
CON PUBLICIDAD;PERSONA NATURAL;MAGDALENA BARRIGA VACAREZZA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;DISTRITO 16;;VAMOS POR CHILE;INDEPENDIENTES;25-02-21; 100.000 
CON PUBLICIDAD;PERSONA NATURAL;CRISTOBAL PATRICIO BELLOLIO BADIOLA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 11;;LISTA DEL APRUEBO;INDEPENDIENTES;25-02-21; 200.000 
CON PUBLICIDAD;PERSONA NATURAL;AGUSTIN SQUELLA NARDUCCI;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE VALPARAISO;DISTRITO 7;;LISTA DEL APRUEBO;INDEPENDIENTES;25-02-21; 100.000 
PROPIO;PERSONA NATURAL;ANDREA IVONNE CAMPOS PARRA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL BIOBIO;DISTRITO 20;;ASAMBLEA POPULAR CONSTITUYENTE (D20);INDEPENDIENTES;25-02-21; 500.000 
SIN PUBLICIDAD;PERSONA NATURAL;NATIVIDAD DEL CARMEN LLANQUILEO PILQUIMAN;CANDIDATO;CONVENCIONALES CONSTITUYENTES - PUEBLOS INDIGENAS;DEL BIOBIO;;MAPUCHE;;;25-02-21; 100.000 
CON PUBLICIDAD;PERSONA NATURAL;ANGELICA TEPPER KOLOSSA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE LA ARAUCANIA;DISTRITO 23;;VAMOS POR CHILE;INDEPENDIENTES;25-02-21; 100.000 
CON PUBLICIDAD;PERSONA NATURAL;MIGUEL ANGEL ESPINOZA URBINA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE VALPARAISO;DISTRITO 7;;SOBERANIA CIUDADANA (D7);INDEPENDIENTES;25-02-21; 20.000 
SIN PUBLICIDAD;PERSONA NATURAL;JAVIERA ALEJANDRA HORMAZABAL MARTIN;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL BIOBIO;DISTRITO 21;;VAMOS POR CHILE;INDEPENDIENTES;25-02-21; 100.000 
SIN PUBLICIDAD;PERSONA NATURAL;ALEJANDRO ANDRES FERNANDEZ GONZALEZ;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 13;;VAMOS POR CHILE;INDEPENDIENTES;25-02-21; 120.000 
SIN PUBLICIDAD;PERSONA NATURAL;JOSE MARIA HURTADO FERNANDEZ;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;DISTRITO 16;;VAMOS POR CHILE;RENOVACION NACIONAL;25-02-21; 30.000 
PROPIO;PERSONA NATURAL;JAVIER NICOLAS PINEDA OLCAY;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 10;;MOVIMIENTOS SOCIALES : UNIDAD DE INDEPENDIENTES (D10);INDEPENDIENTES;25-02-21; 500.000 
CON PUBLICIDAD;PERSONA NATURAL;CONSTANZA GABRIELA SCHONHAUT SOTO;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 11;;APRUEBO DIGNIDAD;CONVERGENCIA SOCIAL;25-02-21; 40.000 
PROPIO;PERSONA NATURAL;JORGE ANDRES CASH SAEZ;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 9;;LISTA DEL APRUEBO;PARTIDO DEMOCRATA CRISTIANO;25-02-21; 10.000 
CON PUBLICIDAD;PERSONA NATURAL;BENITO JOSE BARANDA FERRAN;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 12;;INDEPENDIENTES POR UNA NUEVA CONSTITUCION (D12);INDEPENDIENTES;25-02-21; 50.000 
CON PUBLICIDAD;PERSONA NATURAL;CARLOS PATRICIO URRA RADDATZ;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE TARAPACA;DISTRITO 2;;INDEPENDIENTES DE TARAPACA (D2);INDEPENDIENTES;25-02-21; 5.000 
CON PUBLICIDAD;PERSONA NATURAL;CARLOS PATRICIO URRA RADDATZ;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE TARAPACA;DISTRITO 2;;INDEPENDIENTES DE TARAPACA (D2);INDEPENDIENTES;25-02-21; 100.000 
CON PUBLICIDAD;PERSONA NATURAL;FERNANDO ATRIA LEMAITRE;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 10;;APRUEBO DIGNIDAD;IND REVOLUCION DEMOCRATICA;25-02-21; 50.000 
CON PUBLICIDAD;PERSONA NATURAL;SUSANA ANDREA HERRERA QUEZADA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL BIOBIO;DISTRITO 20;;INDEPENDIENTES DEL BIOBIO POR UNA NUEVA CONSTITUCION (D20);INDEPENDIENTES;25-02-21; 10.000 
SIN PUBLICIDAD;PERSONA NATURAL;PIA CASTELLI FENICK;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 12;;LISTA DEL APRUEBO;PARTIDO POR LA DEMOCRACIA;25-02-21; 30.000 
PROPIO;PERSONA NATURAL;GISELLA CRISTINA OLGUIN GODOY;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;DISTRITO 16;;APRUEBO DIGNIDAD;INDEPENDIENTES;25-02-21; 5.000 
PROPIO;PERSONA NATURAL;ELIANA DEL CARMEN ROA VALENZUELA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE LA ARAUCANIA;DISTRITO 23;;LISTA DEL APRUEBO;INDEPENDIENTES;25-02-21; 100.000 
PROPIO;PERSONA NATURAL;MANUEL JOSE OSSANDON LIRA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 12;;VAMOS POR CHILE;INDEPENDIENTES;25-02-21; 5.000.000 
PROPIO;PERSONA NATURAL;ERNESTINA DEL CARMEN SILVA VILLEGAS;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE ARICA Y PARINACOTA;DISTRITO 1;;LISTA DEL APRUEBO;PARTIDO RADICAL DE CHILE;25-02-21; 700.000 
SIN PUBLICIDAD;PERSONA NATURAL;MARCELO FLORENCIO TORCHE SUAREZ;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE MAGALLANES Y DE LA ANTARTICA CHILENA;DISTRITO 28;;VAMOS POR CHILE;INDEPENDIENTES;25-02-21; 200.000 
PROPIO;PERSONA NATURAL;CARLOS ALBERTO YEVENES TORRES;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE ARICA Y PARINACOTA;DISTRITO 1;;APRUEBO DIGNIDAD;PARTIDO COMUNISTA DE CHILE;25-02-21; 200.000 
SIN PUBLICIDAD;PERSONA NATURAL;MARCELO FLORENCIO TORCHE SUAREZ;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE MAGALLANES Y DE LA ANTARTICA CHILENA;DISTRITO 28;;VAMOS POR CHILE;INDEPENDIENTES;25-02-21; 400.000 
PROPIO;PARTIDO POLÍTICO;PARTIDO DE LOS TRABAJADORES REVOLUCIONARIOS;PARTIDO POLÍTICO;CONVENCIONALES CONSTITUYENTES;;;;;PARTIDO DE LOS TRABAJADORES REVOLUCIONARIOS;25-02-21; 3.000.000 
ANTICIPO FISCAL;;RENOVACION NACIONAL;PARTIDO POLÍTICO;CONVENCIONALES CONSTITUYENTES;;;;;;25-02-21; 613.199.430 
ANTICIPO FISCAL;;PARTIDO DEMOCRATA CRISTIANO;PARTIDO POLÍTICO;CONVENCIONALES CONSTITUYENTES;;;;;;25-02-21; 354.062.351 
ANTICIPO FISCAL;;UNION DEMOCRATA INDEPENDIENTE;PARTIDO POLÍTICO;CONVENCIONALES CONSTITUYENTES;;;;;;25-02-21; 534.196.667 
ANTICIPO FISCAL;;PARTIDO POR LA DEMOCRACIA;PARTIDO POLÍTICO;CONVENCIONALES CONSTITUYENTES;;;;;;25-02-21; 190.101.458 
ANTICIPO FISCAL;;PARTIDO SOCIALISTA DE CHILE;PARTIDO POLÍTICO;CONVENCIONALES CONSTITUYENTES;;;;;;25-02-21; 313.092.511 
ANTICIPO FISCAL;;PARTIDO COMUNISTA DE CHILE;PARTIDO POLÍTICO;CONVENCIONALES CONSTITUYENTES;;;;;;25-02-21; 162.126.396 
ANTICIPO FISCAL;;PARTIDO RADICAL DE CHILE;PARTIDO POLÍTICO;CONVENCIONALES CONSTITUYENTES;;;;;;25-02-21; 85.811.930 
ANTICIPO FISCAL;;PARTIDO HUMANISTA;PARTIDO POLÍTICO;CONVENCIONALES CONSTITUYENTES;;;;;;25-02-21; 89.077.276 
ANTICIPO FISCAL;;PARTIDO PROGRESISTA DE CHILE;PARTIDO POLÍTICO;CONVENCIONALES CONSTITUYENTES;;;;;;25-02-21; 13.647.043 
ANTICIPO FISCAL;;IGUALDAD;PARTIDO POLÍTICO;CONVENCIONALES CONSTITUYENTES;;;;;;25-02-21; 20.193.237 
ANTICIPO FISCAL;;EVOLUCION POLITICA;PARTIDO POLÍTICO;CONVENCIONALES CONSTITUYENTES;;;;;;25-02-21; 158.920.191 
ANTICIPO FISCAL;;UNION PATRIOTICA;PARTIDO POLÍTICO;CONVENCIONALES CONSTITUYENTES;;;;;;25-02-21; 28.700.247 
ANTICIPO FISCAL;;REVOLUCION DEMOCRATICA;PARTIDO POLÍTICO;CONVENCIONALES CONSTITUYENTES;;;;;;25-02-21; 190.776.116 
ANTICIPO FISCAL;;CIUDADANOS;PARTIDO POLÍTICO;CONVENCIONALES CONSTITUYENTES;;;;;;25-02-21; 3.260.178 
ANTICIPO FISCAL;;FEDERACION REGIONALISTA VERDE SOCIAL;PARTIDO POLÍTICO;CONVENCIONALES CONSTITUYENTES;;;;;;25-02-21; 73.148.452 
ANTICIPO FISCAL;;PARTIDO DE LOS TRABAJADORES REVOLUCIONARIOS;PARTIDO POLÍTICO;CONVENCIONALES CONSTITUYENTES;;;;;;25-02-21; 16.426.061 
ANTICIPO FISCAL;;COMUNES;PARTIDO POLÍTICO;CONVENCIONALES CONSTITUYENTES;;;;;;25-02-21; 18.054.427 
ANTICIPO FISCAL;;CONVERGENCIA SOCIAL;PARTIDO POLÍTICO;CONVENCIONALES CONSTITUYENTES;;;;;;25-02-21; 17.199.478 
ANTICIPO FISCAL;;PARTIDO CONSERVADOR CRISTIANO;PARTIDO POLÍTICO;CONVENCIONALES CONSTITUYENTES;;;;;;25-02-21; 5.628.659 
ANTICIPO FISCAL;;PARTIDO LIBERAL DE CHILE;PARTIDO POLÍTICO;CONVENCIONALES CONSTITUYENTES;;;;;;25-02-21; 12.179.446 
ANTICIPO FISCAL;;PARTIDO REPUBLICANO DE CHILE;PARTIDO POLÍTICO;CONVENCIONALES CONSTITUYENTES;;;;;;25-02-21; 9.653.067 
ANTICIPO FISCAL;;PARTIDO NACIONAL CIUDADANO;PARTIDO POLÍTICO;CONVENCIONALES CONSTITUYENTES;;;;;;25-02-21; 1.249.409 
ANTICIPO FISCAL;;PARTIDO ECOLOGISTA VERDE;PARTIDO POLÍTICO;CONVENCIONALES CONSTITUYENTES;;;;;;25-02-21; 49.794.369 
ANTICIPO FISCAL;;ARICA SIEMPRE ARICA (D1);LISTA DE INDEPENDIENTES;CONVENCIONALES CONSTITUYENTES;;;;;;12-03-20; 200.387 
ANTICIPO FISCAL;;INDEPENDIENTES POR UNA NUEVA CONSTITUCION (D1);LISTA DE INDEPENDIENTES;CONVENCIONALES CONSTITUYENTES;;;;;;12-03-20; 200.387 
ANTICIPO FISCAL;;SUMATE AHORA (D1);LISTA DE INDEPENDIENTES;CONVENCIONALES CONSTITUYENTES;;;;;;12-03-20; 200.387 
ANTICIPO FISCAL;;INDEPENDIENTES COMO TU (D10);LISTA DE INDEPENDIENTES;CONVENCIONALES CONSTITUYENTES;;;;;;12-03-20; 636.188 
ANTICIPO FISCAL;;INDEPENDIENTES POR LA NUEVA CONSTITUCION  (D10);LISTA DE INDEPENDIENTES;CONVENCIONALES CONSTITUYENTES;;;;;;12-03-20; 636.188 
ANTICIPO FISCAL;;LA LISTA DEL PUEBLO (D10);LISTA DE INDEPENDIENTES;CONVENCIONALES CONSTITUYENTES;;;;;;12-03-20; 636.188 
ANTICIPO FISCAL;;MOVIMIENTOS SOCIALES : UNIDAD DE INDEPENDIENTES (D10);LISTA DE INDEPENDIENTES;CONVENCIONALES CONSTITUYENTES;;;;;;12-03-20; 636.188 
ANTICIPO FISCAL;;ENERGIA INDEPENDIENTE (D11);LISTA DE INDEPENDIENTES;CONVENCIONALES CONSTITUYENTES;;;;;;12-03-20; 1.487.118 
ANTICIPO FISCAL;;INDEPENDIENTES CON CHILE (D11);LISTA DE INDEPENDIENTES;CONVENCIONALES CONSTITUYENTES;;;;;;12-03-20; 1.487.118 
ANTICIPO FISCAL;;INDEPENDIENTES POR LA NUEVA CONSTITUCION (D11);LISTA DE INDEPENDIENTES;CONVENCIONALES CONSTITUYENTES;;;;;;12-03-20; 1.487.118 
ANTICIPO FISCAL;;MOVIMIENTO SOCIAL CONSTITUYENTE / LA LISTA DEL PUEBLO (D11);LISTA DE INDEPENDIENTES;CONVENCIONALES CONSTITUYENTES;;;;;;12-03-20; 1.487.118 
ANTICIPO FISCAL;;INDEPENDIENTES POR UNA NUEVA CONSTITUCION (D12);LISTA DE INDEPENDIENTES;CONVENCIONALES CONSTITUYENTES;;;;;;12-03-20; 1.261.467 
ANTICIPO FISCAL;;VOCES CONSTITUYENTES (D12);LISTA DE INDEPENDIENTES;CONVENCIONALES CONSTITUYENTES;;;;;;12-03-20; 1.261.467 
ANTICIPO FISCAL;;INDEPENDIENTES SIN PADRINOS (D13);LISTA DE INDEPENDIENTES;CONVENCIONALES CONSTITUYENTES;;;;;;12-03-20; 2.743.418 
ANTICIPO FISCAL;;LA LISTA DEL PUEBLO (D13);LISTA DE INDEPENDIENTES;CONVENCIONALES CONSTITUYENTES;;;;;;12-03-20; 2.743.418 
ANTICIPO FISCAL;;LISTA POR LA JUSTICIA SOCIAL (D13);LISTA DE INDEPENDIENTES;CONVENCIONALES CONSTITUYENTES;;;;;;12-03-20; 2.743.418 
ANTICIPO FISCAL;;INDEPENDIENTES POR LA NUEVA CONSTITUCION (D14);LISTA DE INDEPENDIENTES;CONVENCIONALES CONSTITUYENTES;;;;;;12-03-20; 1.823.012 
ANTICIPO FISCAL;;LA LISTA DEL PUEBLO DISTRITO 14 (D14);LISTA DE INDEPENDIENTES;CONVENCIONALES CONSTITUYENTES;;;;;;12-03-20; 1.823.012 
ANTICIPO FISCAL;;LA LISTA DEL PUEBLO 100% INDEPENDIENTES (D15);LISTA DE INDEPENDIENTES;CONVENCIONALES CONSTITUYENTES;;;;;;12-03-20; 1.233.332 
