TIPO_DE_APORTE;TIPO_APORTANTE;NOMBRE_CANDIDATO_PARTIDO_POLITICO;TIPO_DONATARIO;ELECCION;REGION;DISTRITO;PUEBLO;PACTO;PARTIDO;FECHA_DE_TRANSFERENCIA; MONTO 
CON PUBLICIDAD;PERSONA NATURAL;NATIVIDAD DEL CARMEN LLANQUILEO PILQUIMAN;CANDIDATO;CONVENCIONALES CONSTITUYENTES - PUEBLOS INDIGENAS;DEL BIOBIO;;MAPUCHE;;;25-02-21; 60.000 
CON PUBLICIDAD;PERSONA NATURAL;SYLVIA EYZAGUIRRE TAFRA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 10;;VAMOS POR CHILE;INDEPENDIENTES;25-02-21; 2.000.000 
CON PUBLICIDAD;PERSONA NATURAL;FABIAN MARCELO FARIAS QUIJADA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL MAULE;DISTRITO 17;;APRUEBO DIGNIDAD;REVOLUCION DEMOCRATICA;25-02-21; 70.000 
CON PUBLICIDAD;PERSONA NATURAL;LUIS FERNANDO MESINA MARIN;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 10;;MOVIMIENTOS SOCIALES : UNIDAD DE INDEPENDIENTES (D10);INDEPENDIENTES;25-02-21; 50.000 
SIN PUBLICIDAD;PERSONA NATURAL;JORGE  SERON FERRE;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL BIOBIO;DISTRITO 20;;VAMOS POR CHILE;INDEPENDIENTES;25-02-21; 150.000 
CON PUBLICIDAD;PERSONA NATURAL;CAROLA PATRICIA FREDES TOLORZA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 11;;INDEPENDIENTES POR LA NUEVA CONSTITUCION (D11);INDEPENDIENTES;25-02-21; 60.000 
CON PUBLICIDAD;PERSONA NATURAL;PATRICIO ZAPATA LARRAIN;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 10;;LISTA DEL APRUEBO;PARTIDO DEMOCRATA CRISTIANO;25-02-21; 100.000 
SIN PUBLICIDAD;PERSONA NATURAL;TOMAS RECART BALZE;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 11;;INDEPENDIENTES CON CHILE (D11);INDEPENDIENTES;25-02-21; 20.000 
SIN PUBLICIDAD;PERSONA NATURAL;CAROL CECILIA BOWN SEPULVEDA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;DISTRITO 15;;VAMOS POR CHILE;UNION DEMOCRATA INDEPENDIENTE;25-02-21; 100.000 
CON PUBLICIDAD;PERSONA NATURAL;NATIVIDAD DEL CARMEN LLANQUILEO PILQUIMAN;CANDIDATO;CONVENCIONALES CONSTITUYENTES - PUEBLOS INDIGENAS;DEL BIOBIO;;MAPUCHE;;;25-02-21; 12.000 
CON PUBLICIDAD;PERSONA NATURAL;LUIS MAYOL BOUCHON;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE LA ARAUCANIA;DISTRITO 23;;VAMOS POR CHILE;RENOVACION NACIONAL;25-02-21; 1.000.000 
SIN PUBLICIDAD;PERSONA NATURAL;PEDRO CAYUQUEO MILLAQUEO;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE VALPARAISO;DISTRITO 7;;LISTA DEL APRUEBO;INDEPENDIENTES;25-02-21; 40.000 
CON PUBLICIDAD;PERSONA NATURAL;HERNAN LARRAIN MATTE;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 11;;VAMOS POR CHILE;EVOLUCION POLITICA;25-02-21; 2.000.000 
SIN PUBLICIDAD;PERSONA NATURAL;ALEJANDRA DEL PILAR JIMENEZ CASTRO;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 10;;APRUEBO DIGNIDAD;PARTIDO COMUNISTA DE CHILE;25-02-21; 100.000 
SIN PUBLICIDAD;PERSONA NATURAL;PAOLA BERLIN RAZMILIC;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 11;;LISTA DEL APRUEBO;INDEPENDIENTES;25-02-21; 500.000 
CON PUBLICIDAD;PERSONA NATURAL;HERNAN LARRAIN MATTE;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 11;;VAMOS POR CHILE;EVOLUCION POLITICA;25-02-21; 1.000.000 
CON PUBLICIDAD;PERSONA NATURAL;CRISTOBAL PATRICIO BELLOLIO BADIOLA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 11;;LISTA DEL APRUEBO;INDEPENDIENTES;25-02-21; 50.000 
CON PUBLICIDAD;PERSONA NATURAL;RODOLFO ESTEBAN ARECHETA BALETA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE MAGALLANES Y DE LA ANTARTICA CHILENA;DISTRITO 28;;VAMOS POR CHILE;INDEPENDIENTES;25-02-21; 200.000 
CON PUBLICIDAD;PERSONA NATURAL;RUBEN SEBASTIAN MIRANDA VASQUEZ;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE VALPARAISO;DISTRITO 6;;INDEPENDIENTES DISTRITO 6 + LISTA DEL PUEBLO (D6);INDEPENDIENTES;25-02-21; 10.000 
PROPIO;PERSONA NATURAL;MIRIAM LORENA HENRIQUEZ VIÑAS;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE ATACAMA;DISTRITO 4;;INDEPENDIENTES POR LA NUEVA CONSTITUCION (D4);INDEPENDIENTES;25-02-21; 1.000.000 
CON PUBLICIDAD;PERSONA NATURAL;DAUNO TOTORO NAVARRO;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 10;;PARTIDO DE TRABAJADORES REVOLUCIONARIOS;PARTIDO TRABAJADORES REVOLUCIONARIOS;25-02-21; 50.000 
SIN PUBLICIDAD;PERSONA NATURAL;FEDERICO IGLESIAS MUÑOZ;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;DISTRITO 15;;VAMOS POR CHILE;INDEPENDIENTES;25-02-21; 200.000 
CON PUBLICIDAD;PERSONA NATURAL;CRISTIAN IVAN BELLEI CARVACHO;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE VALPARAISO;DISTRITO 7;;APRUEBO DIGNIDAD;INDEPENDIENTES;25-02-21; 400.000 
CON PUBLICIDAD;PERSONA NATURAL;PEDRO CAYUQUEO MILLAQUEO;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE VALPARAISO;DISTRITO 7;;LISTA DEL APRUEBO;INDEPENDIENTES;25-02-21; 500.000 
CON PUBLICIDAD;PERSONA NATURAL;RODRIGO CUMSILLE LABBE;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;DISTRITO 16;;SEXTA UNIDA (D16);INDEPENDIENTES;25-02-21; 70.000 
CON PUBLICIDAD;PERSONA NATURAL;PATRICIA POLITZER KEREKES;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 10;;INDEPENDIENTES POR LA NUEVA CONSTITUCION  (D10);INDEPENDIENTES;25-02-21; 150.000 
SIN PUBLICIDAD;PERSONA NATURAL;HERNAN LARRAIN MATTE;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 11;;VAMOS POR CHILE;EVOLUCION POLITICA;25-02-21; 200.016 
CON PUBLICIDAD;PERSONA NATURAL;CESAR VALENZUELA MAASS;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 9;;LISTA DEL APRUEBO;PARTIDO SOCIALISTA DE CHILE;25-02-21; 50.000 
PROPIO;PERSONA NATURAL;YANINA CONTRERAS ALVAREZ;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL BIOBIO;DISTRITO 20;;VAMOS POR CHILE;RENOVACION NACIONAL;25-02-21; 1.000.000 
CRÉDITO CON MANDATO;PERSONA NATURAL;DANIEL ALEJANDRO BRAVO SILVA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE COQUIMBO;DISTRITO 5;;LISTA DEL PUEBLO - MOVIMIENTO TERRITORIAL CONSTITUYENTE (D5);INDEPENDIENTES;25-02-21; 500.000 
CON PUBLICIDAD;PERSONA NATURAL;JORGE BARADIT MORALES;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 10;;LISTA DEL APRUEBO;INDEPENDIENTES;25-02-21; 100.000 
CON PUBLICIDAD;PERSONA NATURAL;NATALIE ALEJANDRA ARRIAGADA ACOSTA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 8;;INDEPENDIENTES Y MOVIMIENTOS SOCIALES DEL APRUEBO (D8);INDEPENDIENTES;25-02-21; 500.000 
CON PUBLICIDAD;PERSONA NATURAL;CHRISTIAN PABLO VIERA ALVAREZ;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL MAULE;DISTRITO 17;;LISTA DEL APRUEBO;INDEPENDIENTES;25-02-21; 50.000 
SIN PUBLICIDAD;PERSONA NATURAL;JORGE BARADIT MORALES;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 10;;LISTA DEL APRUEBO;INDEPENDIENTES;25-02-21; 5.000 
SIN PUBLICIDAD;PERSONA NATURAL;LUIS FERNANDO MESINA MARIN;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 10;;MOVIMIENTOS SOCIALES : UNIDAD DE INDEPENDIENTES (D10);INDEPENDIENTES;25-02-21; 40.000 
SIN PUBLICIDAD;PERSONA NATURAL;BENITO JOSE BARANDA FERRAN;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 12;;INDEPENDIENTES POR UNA NUEVA CONSTITUCION (D12);INDEPENDIENTES;25-02-21; 80.000 
PROPIO;PERSONA NATURAL;ALEJANDRA MARJORIE CEBALLOS ROJAS;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE TARAPACA;DISTRITO 2;;APRUEBO DIGNIDAD;COMUNES;25-02-21; 500.000 
CON PUBLICIDAD;PERSONA NATURAL;TOMAS LAIBE SAEZ;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO;DISTRITO 27;;LISTA DEL APRUEBO;PARTIDO SOCIALISTA DE CHILE;25-02-21; 20.000 
CON PUBLICIDAD;PERSONA NATURAL;AMAYA PAULINA ALVEZ MARIN;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL BIOBIO;DISTRITO 20;;APRUEBO DIGNIDAD;REVOLUCION DEMOCRATICA;25-02-21; 250.000 
SIN PUBLICIDAD;PERSONA NATURAL;MILLARAI ABELLEIRA PERALTA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 9;;LISTA DEL APRUEBO;INDEPENDIENTES;25-02-21; 100.000 
CON PUBLICIDAD;PERSONA NATURAL;DIEGO IGNACIO FIGUEROA BEECHER;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE COQUIMBO;DISTRITO 5;;LISTA DEL PUEBLO - MOVIMIENTO TERRITORIAL CONSTITUYENTE (D5);INDEPENDIENTES;25-02-21; 50.000 
CON PUBLICIDAD;PERSONA NATURAL;FRANCISCA FERNANDEZ DROGUETT;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 10;;MOVIMIENTOS SOCIALES : UNIDAD DE INDEPENDIENTES (D10);INDEPENDIENTES;25-02-21; 80.000 
CON PUBLICIDAD;PERSONA NATURAL;CAROLINA ELIANA VIDELA OSORIO;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE ARICA Y PARINACOTA;DISTRITO 1;;APRUEBO DIGNIDAD;PARTIDO COMUNISTA DE CHILE;25-02-21; 80.000 
CON PUBLICIDAD;PERSONA NATURAL;JUAN VERA CARRASCO;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 11;;APRUEBO DIGNIDAD;INDEPENDIENTES;25-02-21; 550.000 
CON PUBLICIDAD;PERSONA NATURAL;NATALIE ALEJANDRA ARRIAGADA ACOSTA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 8;;INDEPENDIENTES Y MOVIMIENTOS SOCIALES DEL APRUEBO (D8);INDEPENDIENTES;25-02-21; 1.000.000 
CON PUBLICIDAD;PERSONA NATURAL;CAROLINA ANDREA SEPULVEDA SEPULVEDA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE ÑUBLE;DISTRITO 19;;INDEPENDIENTES DE ÑUBLE POR LA NUEVA CONSTITUCION (D19);INDEPENDIENTES;25-02-21; 100.000 
SIN PUBLICIDAD;PERSONA NATURAL;ENRIQUE CAMPINO LARRAIN;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 14;;VAMOS POR CHILE;INDEPENDIENTES;25-02-21; 500.000 
SIN PUBLICIDAD;PERSONA NATURAL;JORGE BARADIT MORALES;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 10;;LISTA DEL APRUEBO;INDEPENDIENTES;25-02-21; 50.000 
CON PUBLICIDAD;PERSONA NATURAL;MARIA CONSUELO VILLASEÑOR SOTO;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE ÑUBLE;DISTRITO 19;;FUERZA SOCIAL DE ÑUBLE, LA LISTA DEL PUEBLO (D19);INDEPENDIENTES;25-02-21; 60.000 
SIN PUBLICIDAD;PERSONA NATURAL;ENRIQUE CAMPINO LARRAIN;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 14;;VAMOS POR CHILE;INDEPENDIENTES;25-02-21; 200.000 
CON PUBLICIDAD;PERSONA NATURAL;ANDREA GUTIERREZ VASQUEZ;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 10;;MOVIMIENTOS SOCIALES : UNIDAD DE INDEPENDIENTES (D10);INDEPENDIENTES;25-02-21; 5.000 
CON PUBLICIDAD;PERSONA NATURAL;PATRICIA POLITZER KEREKES;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 10;;INDEPENDIENTES POR LA NUEVA CONSTITUCION  (D10);INDEPENDIENTES;25-02-21; 30.000 
CON PUBLICIDAD;PERSONA NATURAL;HAYDEE MELANIA DEL CARMEN OBERREUTER UMAZABAL;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 9;;APRUEBO DIGNIDAD;INDEPENDIENTES;25-02-21; 20.000 
CON PUBLICIDAD;PERSONA NATURAL;RAFAEL IGNACIO SOTOMAYOR NARBONA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 12;;LA LISTA DEL PUEBLO DISTRITO 12 (D12);INDEPENDIENTES;25-02-21; 20.000 
CON PUBLICIDAD;PERSONA NATURAL;ALEJANDRA ROSA ACEVEDO ESCOBAR;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 9;;LISTA DEL APRUEBO;INDEPENDIENTES;25-02-21; 5.000 
PROPIO;PERSONA NATURAL;MARLENE ANDREA DUARTE ESPARZA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;DISTRITO 16;;SEXTA UNIDA (D16);INDEPENDIENTES;25-02-21; 100.000 
CON PUBLICIDAD;PERSONA NATURAL;PAVEL LUCIANO GUIÑEZ NAHUELÑIR;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL BIOBIO;DISTRITO 20;;LISTA DEL APRUEBO;IND PARTIDO RADICAL DE CHILE;25-02-21; 30.000 
CON PUBLICIDAD;PERSONA NATURAL;AIDA LETICIA ROJAS TORRES;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;DISTRITO 16;;SEXTA UNIDA (D16);INDEPENDIENTES;25-02-21; 1.000.000 
PROPIO;PERSONA NATURAL;SOL LETELIER GONZALEZ;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 9;;VAMOS POR CHILE;UNION DEMOCRATA INDEPENDIENTE;25-02-21; 350.000 
CON PUBLICIDAD;PERSONA NATURAL;JUAN CARLOS SEBASTIAN CLARET POOL;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE LOS LAGOS;DISTRITO 25;;INDEPENDIENTES POR LA NUEVA CONSTITUCION (D25);INDEPENDIENTES;25-02-21; 30.000 
SIN PUBLICIDAD;PERSONA NATURAL;JAIME ANDRES BASSA MERCADO;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE VALPARAISO;DISTRITO 7;;APRUEBO DIGNIDAD;INDEPENDIENTES;25-02-21; 50.000 
PROPIO;PERSONA NATURAL;CARLOS DANIEL MARTIN PRUNOTTO;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE ATACAMA;DISTRITO 4;;VAMOS POR CHILE;UNION DEMOCRATA INDEPENDIENTE;25-02-21; 250.000 
CON PUBLICIDAD;PERSONA NATURAL;GONZALO MANUEL BACIGALUPE ROJAS;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 9;;APRUEBO DIGNIDAD;INDEPENDIENTES;25-02-21; 25.000 
PROPIO;PERSONA NATURAL;JAVIER EDUARDO SOLIS URIBE;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE MAGALLANES Y DE LA ANTARTICA CHILENA;DISTRITO 28;;MAGALLANICOS NO NEUTRALES (D28);INDEPENDIENTES;25-02-21; 300.000 
CON PUBLICIDAD;PERSONA NATURAL;FABIAN MARCELO FARIAS QUIJADA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL MAULE;DISTRITO 17;;APRUEBO DIGNIDAD;REVOLUCION DEMOCRATICA;25-02-21; 10.000 
SIN PUBLICIDAD;PERSONA NATURAL;ALEXANDRA MACHUCA NORAMBUENA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL BIOBIO;DISTRITO 20;;ASAMBLEA POPULAR CONSTITUYENTE (D20);INDEPENDIENTES;25-02-21; 2.000 
PROPIO;PERSONA NATURAL;DAYYANA GONZALEZ ARAYA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE ANTOFAGASTA;DISTRITO 3;;LA LISTA DEL PUEBLO (D3);INDEPENDIENTES;25-02-21; 100.000 
CON PUBLICIDAD;PERSONA NATURAL;CONSTANZA GABRIELA SCHONHAUT SOTO;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 11;;APRUEBO DIGNIDAD;CONVERGENCIA SOCIAL;25-02-21; 20.000 
CON PUBLICIDAD;PERSONA NATURAL;ALEJANDRA CAROLINA WESTERMAYER FUENTES;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE LOS LAGOS;DISTRITO 26;;VAMOS POR CHILE;INDEPENDIENTES;25-02-21; 70.000 
CON PUBLICIDAD;PERSONA NATURAL;CONSTANZA GABRIELA SCHONHAUT SOTO;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 11;;APRUEBO DIGNIDAD;CONVERGENCIA SOCIAL;25-02-21; 40.000 
CON PUBLICIDAD;PERSONA NATURAL;TOMAS LAIBE SAEZ;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO;DISTRITO 27;;LISTA DEL APRUEBO;PARTIDO SOCIALISTA DE CHILE;25-02-21; 50.000 
CON PUBLICIDAD;PERSONA NATURAL;ANDREA GUTIERREZ VASQUEZ;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 10;;MOVIMIENTOS SOCIALES : UNIDAD DE INDEPENDIENTES (D10);INDEPENDIENTES;25-02-21; 50.000 
SIN PUBLICIDAD;PERSONA NATURAL;ROBERTO ALEXIS SANTA CRUZ GONZALEZ;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;DISTRITO 16;;LISTA DEL APRUEBO;PARTIDO SOCIALISTA DE CHILE;25-02-21; 50.000 
SIN PUBLICIDAD;PERSONA NATURAL;BERNARDO FONTAINE TALAVERA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 11;;VAMOS POR CHILE;INDEPENDIENTES;25-02-21; 300.000 
CON PUBLICIDAD;PERSONA NATURAL;FRANCISCO JAVIER RUBILAR ROCHA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE LA ARAUCANIA;DISTRITO 23;;INDEPENDIENTES POR LA NUEVA CONSTITUCION (D23);INDEPENDIENTES;25-02-21; 5.000 
CON PUBLICIDAD;PERSONA NATURAL;VALENTINA ANDREA MIRANDA ARCE;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 8;;APRUEBO DIGNIDAD;PARTIDO COMUNISTA DE CHILE;25-02-21; 30.000 
CON PUBLICIDAD;PERSONA NATURAL;GIOVANNA ANGELA ROA CADIN;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 10;;APRUEBO DIGNIDAD;REVOLUCION DEMOCRATICA;25-02-21; 30.000 
PROPIO;PERSONA NATURAL;RAUL CELIS MONTT;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE VALPARAISO;DISTRITO 7;;VAMOS POR CHILE;RENOVACION NACIONAL;25-02-21; 200.000 
SIN PUBLICIDAD;PERSONA NATURAL;PIA CASTELLI FENICK;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 12;;LISTA DEL APRUEBO;PARTIDO POR LA DEMOCRACIA;25-02-21; 100.000 
SIN PUBLICIDAD;PERSONA NATURAL;MANUEL RODOLFO VALENCIA CHACON;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 8;;INDEPENDIENTES Y MOVIMIENTOS SOCIALES DEL APRUEBO (D8);INDEPENDIENTES;25-02-21; 30.000 
CON PUBLICIDAD;PERSONA NATURAL;JUAN DE DIOS VALDIVIESO TAGLE;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;DISTRITO 16;;VAMOS POR CHILE;IND RENOVACION NACIONAL;25-02-21; 500.000 
PROPIO;PERSONA NATURAL;FRANCISCO JAVIER CAAMAÑO ROJAS;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 14;;LA LISTA DEL PUEBLO DISTRITO 14 (D14);INDEPENDIENTES;25-02-21; 200.000 
CON PUBLICIDAD;PERSONA NATURAL;MANUEL RODOLFO VALENCIA CHACON;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 8;;INDEPENDIENTES Y MOVIMIENTOS SOCIALES DEL APRUEBO (D8);INDEPENDIENTES;25-02-21; 3.000 
CON PUBLICIDAD;PERSONA NATURAL;AURORA GENOVEVA DELGADO VERGARA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE LOS RIOS;DISTRITO 24;;APRUEBO DIGNIDAD;INDEPENDIENTES;25-02-21; 150.000 
CON PUBLICIDAD;PERSONA NATURAL;SAMUEL MALAQUIAS NAVARRO CASTRO;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO;DISTRITO 27;;APRUEBO DIGNIDAD;PARTIDO COMUNISTA DE CHILE;25-02-21; 50.000 
SIN PUBLICIDAD;PERSONA NATURAL;CAROLINA ANDREA SEPULVEDA SEPULVEDA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE ÑUBLE;DISTRITO 19;;INDEPENDIENTES DE ÑUBLE POR LA NUEVA CONSTITUCION (D19);INDEPENDIENTES;25-02-21; 15.000 
SIN PUBLICIDAD;PERSONA NATURAL;MICHELLE FERNANDA PEUTAT ALVARADO;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 9;;APRUEBO DIGNIDAD;INDEPENDIENTES;25-02-21; 500.000 
CON PUBLICIDAD;PERSONA NATURAL;RAFAEL IGNACIO SOTOMAYOR NARBONA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 12;;LA LISTA DEL PUEBLO DISTRITO 12 (D12);INDEPENDIENTES;25-02-21; 10.000 
CON PUBLICIDAD;PERSONA NATURAL;CONSTANZA GAJARDO MIRANDA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL MAULE;DISTRITO 17;;VAMOS POR CHILE;UNION DEMOCRATA INDEPENDIENTE;25-02-21; 100.000 
PROPIO;PERSONA NATURAL;ALVARO VALENTIN SANCHEZ ROJAS;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DEL BIOBIO;DISTRITO 21;;APRUEBO DIGNIDAD;INDEPENDIENTES;25-02-21; 50.000 
CON PUBLICIDAD;PERSONA NATURAL;RAFAEL IGNACIO SOTOMAYOR NARBONA;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 12;;LA LISTA DEL PUEBLO DISTRITO 12 (D12);INDEPENDIENTES;25-02-21; 20.000 
SIN PUBLICIDAD;PERSONA NATURAL;LUIS FERNANDO MESINA MARIN;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 10;;MOVIMIENTOS SOCIALES : UNIDAD DE INDEPENDIENTES (D10);INDEPENDIENTES;25-02-21; 40.000 
CON PUBLICIDAD;PERSONA NATURAL;MARIA CONSUELO VILLASEÑOR SOTO;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE ÑUBLE;DISTRITO 19;;FUERZA SOCIAL DE ÑUBLE, LA LISTA DEL PUEBLO (D19);INDEPENDIENTES;25-02-21; 30.000 
SIN PUBLICIDAD;PERSONA NATURAL;CLAUDIA ESPINOZA CABEZAS;CANDIDATO;CONVENCIONALES CONSTITUYENTES;DE VALPARAISO;DISTRITO 6;;LISTA DEL APRUEBO;PARTIDO SOCIALISTA DE CHILE;25-02-21; 100.000 
SIN PUBLICIDAD;PERSONA NATURAL;PIA CASTELLI FENICK;CANDIDATO;CONVENCIONALES CONSTITUYENTES;METROPOLITANA DE SANTIAGO;DISTRITO 12;;LISTA DEL APRUEBO;PARTIDO POR LA DEMOCRACIA;25-02-21; 200.000 
